rid,name,area,address,phone no.,opening hours
1746,抽藤坑休閒農業園區,台中,臺中市新社區中和里社區,無,無
1747,詠惠生技有限公司,台中,臺中市新社區興中街42-1號,無,無
1748,沐心泉休閒農場,台中,臺中市新社區中和村中興街60號,無,無
1749,新田登山步道,台中,臺中市潭子區龍興巷,無,無
1750,文昌國小旁,台中,臺中市北屯區昌平路一段91號,無,無
1751,?子公園,台中,臺中市北屯區?子路418號,無,無
1752,新福公園,台中,臺中市太平區旱溪東路二段,無,無
1753,亞洲大學,台中,臺中市霧峰區柳豐路500號,無,無
1754,國光公園,台中,臺中市大里區興大南街43號,無,無
1755,芬園花卉生產休憩園區,台中,臺中市烏日區慶光路12-16號,無,無
1756,知高圳步道,台中,臺中市烏日區中山路三段登寺巷176號,無,無
1757,樂成公園,台中,臺中市東區東信里一心街與東英五街口,無,無
1758,興大園區,台中,臺中市東區興大路,無,無
1759,國立臺灣美術館,台中,臺中市西區五權西路一段2號,無,無
1760,文心森林公園,台中,臺中市南屯區文心路一段289號,無,無
1761,豐樂雕塑公園,台中,臺中市南屯區文心南五路331號,無,無
1762,東海大學,台中,臺中市西屯區臺灣大道四段1727號,無,無
1763,都會公園,台中,臺中市西屯區都會園路1215巷140號,無,無
1764,五福圳自行車道,台中,臺中市清水區中山路422-12號,無,無
1765,趙家古厝,台中,臺中市清水區荷園街168號,無,無
1766,大甲鐵砧山風景特定區,台中,臺中市大甲區成功路221號,無,無
1767,水流東桐花步道,台中,臺中市外埔區六支巷路21號,無,無
1768,水頭二路,台中,臺中市外埔區水頭二路,無,無
1769,潭子落羽松祕境,台中,臺中市潭子區豐興路二段龍興巷,無,無
1770,靜宜大學_主顧聖母堂,台中,臺中市沙鹿區台灣大道七段200號,04-26328001,無
1771,大雅麥田,台中,臺中市大雅區神林路一段231巷,04-25662216,無
1772,學田山 (雪蓮步道),台中,臺中市大肚區王福街2巷32弄38號,無,無
1773,葫蘆墩公園,台中,臺中市豐原區圓環北路二段65號,04-22289111#33900,無
1774,公老坪,台中,臺中市豐原區水源路,無,無
1775,中科橫山公園,台中,臺中市大雅區通山路,04-25658588,無
1776,外埔忘憂谷,台中,臺中市外埔區溪底路,無,無
1777,大肚藍色公路,台中,臺中市大肚區大肚藍色公路,無,無
1778,九天黑森林,台中,臺中市沙鹿區竹林里,無,無
1779,頂魚寮公園,台中,臺中市梧棲區八德東路,04-26564311,無
1780,南埔鷺鷥林,台中,臺中市大安區南莊海堤19號,無,無
1781,甲后自行車道,台中,臺中市后里區大甲區、外埔區,無,無
1782,大呷麵本家故事館,台中,臺中市大甲區重義二路153號,04-26862239,無
1783,臺中市原住民綜合服務中心,台中,臺中市大雅區仁愛路69號,04-25602710,無
1784,臺灣火柴故事館,台中,臺中市南區工學路72號,04-22626105#315,無
1785,帝國製糖廠臺中營業所,台中,臺中市東區樂業路與進德路交叉口,04-22112898,無
1786,原日軍臺中飛行場機槍堡,台中,臺中市北屯區經貿三路二段與經貿東路口,無,無
1787,積善樓,台中,臺中市北屯區興安路一段163號,無,無
1788,國光假日花市,台中,臺中市大里區國光路二段100號,04-24832770,無
1789,立法院議政博物館,台中,臺中市霧峰區中正路 734 號,04-23310868,無
1790,臺中監獄矯正教育館,台中,臺中市南屯區培德路7號,無,無
1791,MITSUI OUTLET PARK 台中港,台中,臺中市梧棲區臺灣大道十段168號,04-25218999,無
1792,高美濕地遊客服務中心,台中,臺中市清水區美堤街8號,04-26111566,無
1793,中國醫藥大學立夫中醫藥博物館,台中,臺中市北區學士路91號(互助大樓1樓),04-22053366#1670,無
1794,林之助紀念館,台中,臺中市西區柳川西路二段158號,04-22183652,無
1795,臺中作家典藏館,台中,臺中市北區精武路291之3號4樓,04-22293875,無
1796,臺中市纖維工藝博物館,台中,臺中市大里區勝利二路1號,04-24860069,無
1797,霧峰．民生．故事館,台中,臺中市霧峰區中正路369號,04-23391556,無
1798,太平買菸場,台中,臺中市太平區東平路464號,04-22790446,無
1799,大振豐洋傘文創主題館,台中,臺中市北屯區太原路三段1160號,04-22317689,無
1800,南勢溪湧泉,台中,臺中市沙鹿區南昌路128號,無,無
1801,台中港區運動公園,台中,臺中市沙鹿區自強路301號,無,無
1802,筏子溪門戶迎賓水岸廊道,台中,臺中市南屯區筏子東街一段33-59號,無,無
1803,洲際棒球文創園區,台中,臺中市北屯區崇德路三段833號,04-24228809,無
1804,青桐林生態區步道,台中,臺中市霧峰區北坑產業道路,無,無
1805,阿罩霧櫻花杜鵑步道,台中,臺中市霧峰區霧峰萊園里與坑口里的交界,無,無
1806,萬豐環山步道,台中,臺中市霧峰區中正路176巷,無,無
1807,中心瓏登山步道,台中,臺中市霧峰區中正路734號,無,無
1808,乾溪自行車道,台中,臺中市霧峰區中正橋,無,無
1809,山線自行車道(專用道路段),台中,臺中市大里區立善橋,無,無
1810,草湖溪自行車道,台中,臺中市大里區草湖溪美群橋至草湖溪銀聯,無,無
1811,東勢林場,台中,臺中市東勢區勢林街6-1號,04-25872191,無
1812,中華民國農會休閒綜合農牧場,台中,臺中市外埔區水美里二崁路700號,04-26872724,無
1813,水美李宅古厝,台中,臺中市外埔區水美路30號,無,無
1814,臺中市立圖書館溪西分館,台中,臺中市西屯區福玄路1號,04-23553011#10,無
1815,頂街派出所,台中,臺中市豐原區中正路5號,04-25348225#20,無
1816,Sylvia創意小學堂-miniCNC雕刻體驗館,台中,臺中市豐原區北陽路8號2樓,04-25228312,無
1817,寶泉甘味手造所,台中,臺中市豐原區豐勢路一段468號,04-25131390,無
1818,豐園北科大木創中心,台中,臺中市豐原區臺中市豐原區豐勢路一段551號,04-25132677,無
1819,亨德公園,台中,臺中市龍井區中沙路南寮巷70號,無,無
1820,龍目井,台中,臺中市龍井區沙田路五段龍目井巷76號1樓,無,無
1821,陳三綱堂,台中,臺中市龍井區文昌路429號,無,無
1822,龍井堤防自行車道,台中,臺中市龍井區中華路2段15號,無,無
1823,竹坑ˍ南寮登山步道,台中,臺中市龍井區中沙路南寮巷70號,無,無
1824,秀泰生活台中站前店,台中,臺中市東區南京路76號,04-22117988,無
1825,西岐城_西岐里活動中心,台中,臺中市大甲區順帆路56-2號,無,無
1826,太平蝙蝠洞及百蝙吊橋,台中,臺中市太平區蝙蝠洞,無,無
1827,頭汴坑溪自行車道,台中,臺中市太平區頭汴坑溪自行車道,無,無
1828,臺中市濱海自行車道ˍ大安段,台中,臺中市大安區臺中市濱海自行車道－大甲段,無,無
1829,頭汴坑酒桶山自行車道,台中,臺中市太平區頭汴坑酒桶山自行車道,無,無
1830,永豐六分線自行車道,台中,臺中市外埔區永豐六分線自行車道,無,無
1831,中科自行車道,台中,臺中市西屯區中科自行車道,無,無
1832,五福圳自行車道,台中,臺中市清水區中山路422-12號,無,無
1833,高美濕地自行車道,台中,臺中市清水區高美濕地自行車道,無,無
1834,臺中市濱海自行車道ˍ大甲段,台中,臺中市大甲區臺中濱海自行車道－大甲段,無,無
1835,筏子溪自行車道,台中,臺中市西屯區筏子溪自行車道,無,無
1836,綠川水岸廊道,台中,臺中市中區綠川西街135號,無,無
1837,舊社里彩繪村,台中,臺中市后里區舊社里舊社路93號,無,無
1838,潭子觀光蘭園,台中,臺中市潭子區大豐一路89巷8號,04-25328116,無
1839,永信醫藥文物館,台中,臺中市大甲區成功路321號,04-26879275,無
1840,瑞井手作步道,台中,臺中市大肚區瑞井路,無,無
1841,高美濕地景觀橋,台中,臺中市清水區高美路789號,無,無
1842,新天地西洋博物館,台中,臺中市東區旱溪東路一段456號1樓,04-22136222,無
1843,清水趙家古厝,台中,臺中市清水區中山路476號,無,無
1844,好好聚落文創園區,台中,臺中市沙鹿區鎮南路永福巷7號,無,無
1845,DaliArt 藝術廣場,台中,臺中市大里區科技路1號,無,無
1846,原東勢公學校宿舍,台中,臺中市東勢區第五橫街38-2號,無,無
1847,金門橋,台中,臺中市東勢區東關路和興巷31號前,無,無
1848,月恆門,台中,臺中市東勢區東關路和興巷31號,04-25872106,無
1849,興大康橋,台中,臺中市大里區環河路與 爽 文 路口,無,無
1850,一德洋樓ˍ台中市歷史建築林懋陽故居,台中,臺中市北屯區文昌東十一街14巷1號,04-22332959,無
1851,審計新村,台中,臺中市西區民生路368巷,無,無
1852,新臺中火車站,台中,臺中市中區臺灣大道一段1號,04-22216492,無
1853,柳川水岸步道,台中,臺中市中區柳川東路三段7號,無,無
1854,阿薩斯雕像,台中,臺中市西區西區向上北路100號,無,無
1855,臺中市眷村文物館,台中,臺中市北屯區天祥街19號,04-22334073,無
1856,彰化銀行總行及行史館,台中,臺中市中區自由路二段38號,04-22230001,無
1857,霧峰落羽杉,台中,臺中市霧峰區北岸路66號,無,無
1858,思源埡口,台中,臺中市和平區思源埡口,無,無
1859,大坑景觀橋,台中,臺中市北屯區軍福十三路,無,無
1860,太平光興隆大橋,台中,臺中市太平區太平路與興隆路一段交會處,無,無
1861,黎明新村,台中,臺中市南屯區干城街,無,無
1862,青桐林生態園區,台中,臺中市霧峰區桐林里北坑溪,無,無
1863,清水大楊油庫,台中,臺中市清水區楊厝里頂三庄路10-1號,無,無
1864,抽藤坑休閒農業區,台中,臺中市新社區中和里社區,0928-629627,無
1865,麗水漁港,台中,臺中市龍井區三港路65號,無,無
1866,菩薩寺,台中,臺中市大里區永隆路147號,04-24079920,無
1867,馬鞍壩生態園區,台中,臺中市和平區天輪里東關路2段89-1號,04-25941574#625,無
1868,水流東休閒農業區,台中,臺中市外埔區永豐里六分路90號 (外埔旅客服務中心),04-26832311#205,無
1869,梨之鄉休閒農業區,台中,臺中市東勢區東崎街四段242號,04-25881829,無
1870,IKEA 宜家家居,台中,臺中市南屯區向上路二段168號,04-27049699,無
1871,台灣太陽餅博物館,台中,臺中市中區臺灣大道一段145號,04-22295559,無
1872,臺中文學館,台中,臺中市西區樂群街38號,04-22240875,無
1873,牛罵頭遺址文化園區,台中,臺中市清水區鰲海路59號,04-22290280#505,無
1874,坪林森林公園,台中,臺中市太平區中山路二段 (803國軍醫院對面),無,無
1875,八方國際商城ˍ八方國際觀光夜市,台中,臺中市豐原區豐原大道一段165號,04-25238367,無
1876,鎮瀾文化大樓,台中,臺中市大甲區和平路223號,04-26763566,無
1877,社口林宅ˍ大夫第,台中,臺中市神岡區社口村文化街68號、70號、72號,04-22290280#507,無
1878,清水眷村文化園區,台中,臺中市清水區中社路信義巷41號,04-26274568,無
1879,大肚瑞井里,台中,臺中市大肚區瑞井里,04-26991105,無
1880,磐頂教堂,台中,臺中市龍井區遊園南路361巷15號,04-26312522,無
1881,光復新村,台中,臺中市霧峰區(光復新站)和平路2-3號,無,無
1882,龍富夜市,台中,臺中市南屯區龍富18路,0926-586668,無
1883,新社星願紫風車,台中,臺中市新社區中興嶺停車場,04-22289111#31316,無
1884,大安水蓑衣生態教育園區,台中,臺中市大安區南莊海堤17號,04-26873560,無
1885,國立臺灣音樂文化園區,台中,臺中市霧峰區中正路738之2號,04-23391141,無
1886,草悟廣場,台中,臺中市西區英才路534號,04-23021232,無
1887,松鶴部落,台中,臺中市和平區台8線29公里處,04-25943467,無
1888,綠光計畫,台中,臺中市西區中興一巷2號～26號,04-23016717,無
1889,屯區藝文中心,台中,臺中市太平區大興路201號,04-23921122,無
1890,公益路商圈,台中,臺中市西區公益路沿線,無,無
1891,霧峰樹仁商圈,台中,臺中市霧峰區樹仁路,無,無
1892,勤美術館,台中,臺中市西區館前路71號,08-00266155,無
1893,芬園花卉生產休憩園區,台中,臺中市烏日區慶光路12-16號,04-2524899,無
1894,高美燈塔,台中,臺中市清水區高美路748號,04-26113924,無
1895,廟東夜市,台中,臺中市豐原區中正路167巷,04-25222106,無
1896,高鐵臺中站,台中,臺中市烏日區站區二路8號,04-36015000,無
1897,中區再生基地,台中,臺中市中區中山路69號,04-22203035,無
1898,第四信用合作社,台中,臺中市中區中山路72號,04-22271966,無
1899,臺中國家歌劇院,台中,臺中市西屯區惠來路二段101號,04-22511777,無
1900,東勢林業文化園區,台中,臺中市東勢區東關路647號(國立東勢高工旁),04-25774146,無
1901,紙箱王創意園區-大坑店,台中,臺中市北屯區東山路二段二巷二號,04-22398868#26,無
1902,臺灣印刷探索館,台中,臺中市大里區中興路一段288號,04-24951001,無
1903,國定古蹟霧峰林家宮保第園區,台中,臺中市霧峰區民生路26號,04-23317985,無
1904,順天堂觀光工廠,台中,臺中市西屯區工業區42路16號,04-23594848#280,無
1905,鳳凰山農場,台中,臺中市后里區仁里村圳寮路47巷7號,0912-799177,無
1906,新社商圈,台中,臺中市新社區中興嶺停車場,04-25821058,無
1907,亞洲大學現代美術館,台中,臺中市霧峰區柳豐路500號,04-23323456#6468,無
1908,東海夜市,台中,臺中市龍井區新興路,無,無
1909,臺灣香蕉新樂園,台中,臺中市北區雙十路二段111號,04-22345402,無
1910,新都生態公園,台中,臺中市北屯區臺中市和祥路一段,無,無
1911,龜殼公園,台中,臺中市大安區溫寮四號海堤,無,無
1912,寶熊漁樂碼頭,台中,臺中市潭子區中山路三段11號,04-35013338,無
1913,匠師的故鄉休閒農業區,台中,臺中市大甲區順帆路121巷16之5號,無,無
1914,縱貫鐵路海線清水車站,台中,臺中市清水區中正街115號,04-26222021,無
1915,梧棲老街,台中,臺中市梧棲區梧棲路頂橫街,無,無
1916,劉秀才古厝,台中,臺中市外埔區外埔區三崁路73號,04-26833908,無
1917,紅樹林生態區,台中,臺中市大安區海墘村大安港路1149號,無,無
1918,萬里長城登山步道,台中,臺中市大肚區萬里長城健康步道,無,無
1919,潭子運動公園,台中,臺中市潭子區勝利路138號,無,無
1920,大甲文昌祠,台中,臺中市大甲區文武路116號,04-26872101,無
1921,摘星山莊,台中,臺中市潭子區潭富路二段88號,04-25343859,無
1922,國道臺中清水服務區休息站,台中,臺中市清水區東山路145號,04-26201378,無
1923,梧棲朝元宮,台中,臺中市梧棲區梧棲路140號,04-26562387,無
1924,天梯步道,台中,臺中市東勢區東勢軟埤坑農業區之天公廟後方,無,無
1925,大庄浩天宮,台中,臺中市梧棲區中央路一段784號,04-26565949,無
1926,東勢河濱公園,台中,臺中市東勢區東勢河濱公園,04-22293079,無
1927,鹿寮成衣商圈,台中,臺中市沙鹿區鹿寮成衣商圈,無,無
1928,石岡老街,台中,臺中市石岡區石岡街,04-25722511,無
1929,石岡穀倉,台中,臺中市石岡區忠孝街160號,04-25722764,無
1930,沙鹿之翼,台中,臺中市沙鹿區中棲路281-3號,無,無
1931,意得客超導熱奈米博物館,台中,臺中市大肚區沙田路三段245巷83號,04-26992187,無
1932,木匠兄妹木工房,台中,臺中市后里區舊圳路4-12號,04-25590689,無
1933,趙家窯,台中,臺中市大雅區員林村大林路66巷12號,04-25662056,無
1934,泰安鐵道文化園區,台中,臺中市后里區福興路52號,0932-633353,無
1935,秋紅谷廣場,台中,臺中市西屯區朝富路30號,無,無
1936,烏日啤酒觀光工廠,台中,臺中市烏日區光華街1號,04-23381216,無
1937,馬力埔休閒農業區,台中,臺中市新社區中和街四段226號,04-25811511#241,無
1938,麻園頭溪公園,台中,臺中市烏日區中山路二段271號,04-23368016,無
1939,軟埤坑休閒農業區,台中,臺中市東勢區慶福街75號（天公廟旁）,0928-698228,無
1940,食水嵙休閒農業區,台中,臺中市石岡區豐勢路881號,04-25811159,無
1941,圓滿教堂,台中,臺中市霧峰區霧峰鄉峰谷路900號,04-23338899#9,無
1942,大里老街,台中,臺中市大里區大里街,04-24063979,無
1943,優恩蜜溫室蔬果觀光農園,台中,臺中市石岡區豐勢路391之10號,04-25826058,無
1944,豐原慈濟宮,台中,臺中市豐原區中正路179號,04-25223184,無
1945,台灣味噌釀造文化館,台中,臺中市豐原區西勢路701號,04-25320279#43,無
1946,921震災紀念公園,台中,臺中市太平區九二一震災紀念公園,04-22794157,無
1947,亞洲大學,台中,臺中市霧峰區柳豐路500號,04-23323456,無
1948,水流東桐花步道,台中,臺中市外埔區六支巷路21號,無,無
1949,鞋寶觀光工廠,台中,臺中市西屯區工業區八路11號,04-23505773,無
1950,磨仔墩故事島,台中,臺中市太平區長龍路二段242號,04-22739387,無
1951,寶之林廢棄家具再生中心,台中,臺中市北屯區和順路439號,04-24369702,無
1952,大坑粉紅情人橋,台中,臺中市北屯區部子路366號,無,無
1953,文化部文化資產園區,台中,臺中市南區復興路三段362號,04-22177777#6999,無
1954,孫立人將軍故居,台中,臺中市西區向上路一段18號,04-22290280#507,無
1955,道禾六藝文化館ˍ臺中刑務所演武場,台中,臺中市西區林森路33號,04-23759366,無
1956,宮原眼科,台中,臺中市中區中山路20號,04-22271927,無
1957,新田登山步道,台中,臺中市潭子區豐興路二段龍興巷,04-22289111,無
1958,臺灣省議會紀念園區,台中,臺中市霧峰區中正路734號,04-23311449,無
1959,知高圳步道,台中,臺中市烏日區中山路三段登寺巷176號,無,無
1960,草悟道,台中,臺中市西區向上北路,04-23021232,無
1961,旱溪自行車道,台中,臺中市北屯區旱溪東路三段,無,無
1962,金典綠園道,台中,臺中市西區健行路1049號,04-23198000,無
1963,大魯閣新時代,台中,臺中市東區復興路四段186號,04-36118888,無
1964,豐原太平洋百貨,台中,臺中市豐原區復興路2號,04-25291111,無
1965,國立公共資訊圖書館,台中,臺中市南區五權南路100號,04-22625100,無
1966,臺中市政府ˍ新市政大樓,台中,臺中市西屯區臺灣大道三段99號,04-22289111,無
1967,大安休閒農場,台中,臺中市大安區中海路151號,04-26711878,無
1968,台中市魚市場ˍ哈漁碼頭,台中,臺中市南屯區環中路四段二號,04-23811737,無
1969,擁葉生態農場,台中,臺中市東勢區東崎路三段688巷168號,04-25879586,無
1970,真武宮,台中,臺中市梧棲區西建路104號,04-26574890,無
1971,東海藝術街商圈,台中,臺中市龍井區國際街,04-26352411,無
1972,咬人狗坑生態景觀步道,台中,臺中市太平區咬人狗坑生態景觀步道,04-22799299,無
1973,裡冷部落,台中,臺中市和平區博愛村中部橫貫公路26公里處,04-25941501,無
1974,老虎城購物中心,台中,臺中市西屯區河南路三段120號,04-36068888,無
1975,六寶公園(戰車公園),台中,臺中市大雅區月祥路,04-25663316#300,無
1976,新社花海(農委會種苗改良繁殖場第二農場),台中,臺中市新社區協成里協興街30號,04-25825466,無
1977,大甲鎮瀾宮,台中,臺中市大甲區順天路158號,04-26763522,無
1978,久大生態休閒教育乳羊場,台中,臺中市太平區興隆路一段一巷30號,04-22733412,無
1979,彩虹眷村,台中,臺中市南屯區春安路56巷25號,0920-162888,無
1980,臺中國際機場,台中,臺中市沙鹿區中航路一段168號,04-26155000,無
1981,梧棲鎮農會產業文化綜合大樓及農村文物館,台中,臺中市梧棲區文化路二段85號,04-26392611#152,無
1982,清水區農村文物館,台中,臺中市清水區鎮政路101號（公所三樓）,04-26270151,無
1983,沙鹿電影藝術館,台中,臺中市沙鹿區鎮南路二段488號2樓,04-26634606,無
1984,臺中市美術家資料館,台中,臺中市清水區忠貞路21號(港區藝術中心2樓),04-26274568,無
1985,大甲稻米產業文化館,台中,臺中市大甲區文武路10號7樓,04-26863990,無
1986,阿聰師芋頭文化館,台中,臺中市大安區福興里興安路168號,04-26713077,無
1987,大甲三寶文化館ˍ裕珍馨光明旗艦店,台中,臺中市大甲區光明路67號2樓,04-26870929,無
1988,臺中市中正紀念館,台中,臺中市大甲區水源路190號,04-26863294,無
1989,明道中學現代文學館,台中,臺中市烏日區中山路一段497號,04-23341381,無
1990,臺灣菇類文化暨農村文物館,台中,臺中市霧峰區中正村四德路10號（霧峰鄉農會六樓）,04-23303171#165,無
1991,張連昌薩克斯風博物館,台中,臺中市后里區公安路330-1 號,04-25578989,無
1992,東勢梨文化館,台中,臺中市東勢區東崎路三段東北巷688巷168號,04-25879586,無
1993,太平古農莊文物館,台中,臺中市太平區光興路1266巷160號,04-22776400,無
1994,霧峰林家花園林獻堂博物館,台中,臺中市霧峰區萊園路91號(明台高中校區內),04-23393071#223,無
1995,大里杙文化館,台中,臺中市大里區新興路2號,04-24069749,無
1996,后里薩克斯風玩家館,台中,臺中市后里區大圳路473-2號,04-25571919,無
1997,梨山文化陳列館,台中,臺中市和平區梨山村福壽路14號,04-25980705,無
1998,枇杷產業文化館,台中,臺中市新社區中和街4段226號,04-25811511,無
1999,石岡土牛客家文化館,台中,臺中市石岡區土牛村豐勢路德成巷10號,04-25825312,無
2000,后里區花卉產業文化館,台中,臺中市后里區民生路268號,04-25565116,無
2001,臺中市長公館ˍ不老夢想125號,台中,臺中市北區雙十路一段125號,04-22270125,無
2002,石岡圖書館ˍ客家文物館,台中,臺中市石岡區明德路175號(區立圖書館3F),04-25722435,無
2003,南屯?頭店生活館,台中,臺中市南屯區萬和路一段50號,04-24752799#303,無
2004,沙鹿區深波圖書館,台中,臺中市沙鹿區鎮南路二段488號,04-26634606,無
2005,忠信市場,台中,臺中市西區臺中市五權西路一段67號(國美館對面，長青登山協會招牌巷子進去),無,無
2006,臺中市役所,台中,臺中市西區民權路97號,04-35079006,無
2007,臺中放送局,台中,臺中市北區電台街1 號,04-22203108,無
2008,南屯麻芛文化館ˍ犁頭店,台中,臺中市南屯區萬和路一段56號（萬和文化大樓五樓）,04-23843199,無
2009,臺中市立圖書館西屯分館,台中,臺中市西屯區福星路666號,04-27011102#10,無
2010,豐原漆藝館,台中,臺中市豐原區水源路1-1號,04-25130177,無
2011,葫蘆墩文化中心編織工藝館,台中,臺中市豐原區圓環東路782號,04-25260136,無
2012,賴高山藝術紀念館,台中,臺中市東區建智街12號,04-22813106,無
2013,大坑10號步道(8/5至10/31止封閉步道全線),台中,臺中市北屯區東山路一段383巷,04-22289111#58511,無
2014,圓滿戶外劇場,台中,臺中市南屯區文心路一段289號,04-23806458,無
2015,臺灣民俗文物館_民俗公園,台中,臺中市北屯區旅順路二段73號,04-22451310,無
2016,大坑風景區,台中,臺中市北屯區東山路一段383巷,04-22289111#58511,無
2017,國立自然科學博物館,台中,臺中市北區館前路一號,04-23226940,無
2018,一中街夜市＿一中商圈,台中,臺中市北區一中街,無,無
2019,武陵國家森林遊樂區,台中,臺中市和平區武陵路3號,04-25901020,無
2020,南屯老街,台中,臺中市南屯區南屯路二段,無,無
2021,成功路青草街,台中,臺中市中區成功路90巷,無,無
2022,薰衣草森林,台中,臺中市新社區中興街20號,04-25931066,無
2023,天籟園,台中,臺中市新社區永源村中和街一段6巷18號,04-25821366,無
2024,七分窯,台中,臺中市新社區崑山里崑南街七分小巷1號,04-25820717,無
2025,大坑8號步道,台中,臺中市北屯區軍功寮以北山區的風動石森林公園,04-22289111#58511,無
2026,大坑7號步道,台中,臺中市北屯區建成巷,04-22289111#58511,無
2027,大坑6號步道,台中,臺中市北屯區松竹路一段軍功公墓旁的小徑（350巷,04-22289111#58511,無
2028,大坑5號及5-1號步道,台中,臺中市北屯區大坑五號登山步道,04-22289111#58511,無
2029,大坑4號步道,台中,臺中市北屯區Unnamed Road 406,04-22289111#58511,無
2030,大坑3號步道(暫時封閉全線步道),台中,臺中市北屯區連坑巷吉安社區附近,04-22289111#58511,無
2031,大坑2號步道,台中,臺中市北屯區清水巷與連坑巷交會處,04-22289111#58511,無
2032,大坑1號步道,台中,臺中市北屯區連坑巷產業道路旁,04-22289111#58561,無
2033,張廖家廟,台中,臺中市西屯區西平里西安街205巷1號,04-23027581,無
2034,昌平路皮鞋街,台中,臺中市北屯區昌平路一段與興安路一段之間,無,無
2035,成功車站,台中,臺中市烏日區中山路三段550 號,04-23371986,無
2036,青雲劍藝民俗文物收藏館,台中,臺中市沙鹿區屏西路186 號,04-26314496,無
2037,谷關溫泉,台中,臺中市和平區東關路一段102號,無,無
2038,公老坪會館農場,台中,臺中市豐原區水源路坪頂巷12 之1號,04-25245907,無
2039,梨山風景區,台中,臺中市和平區梨山里中正路95號,04-25981331,無
2040,追分車站,台中,臺中市大肚區王田村追分街13號,04-26933106,無
2041,大安溪鐵橋ˍ花樑鐵橋,台中,臺中市后里區泰安里,無,無
2042,震災復興紀念碑,台中,臺中市后里區泰安村泰安車站側,04-25562116,無
2043,日南車站,台中,臺中市大甲區中山路二段140巷8號,04-26816113,無
2044,臺中市文昌公廟,台中,臺中市南屯區文昌街100號,04-23891827,無
2045,大墩文化中心,台中,臺中市西區英才路600號,04-23727311,無
2046,寶覺寺,台中,臺中市北區健行路140 號,04-22335179,無
2047,磺溪書院,台中,臺中市大肚區文昌路60號,04-26991105,無
2048,樂成宮,台中,臺中市東區旱溪街48 號,04-22111928,無
2049,德基水庫,台中,臺中市和平區梨山里,04-25981331,無
2050,廣三SOGO百貨,台中,臺中市西區臺灣大道二段459號,04-23233788,無
2051,中友百貨,台中,臺中市北區三民路三段161 號,04-22253456,無
2052,福壽山農場,台中,臺中市和平區梨山村福壽路29號,04-25989205,無
2053,繼光街商圈,台中,臺中市中區繼光街、臺灣大道一段西側至民權路,無,無
2054,酒桶山農場,台中,臺中市太平區東汴里山田路長青巷26號,04-22766060,無
2055,昇和香菇農園,台中,臺中市新社區協成村協中街263號,0919-825497,無
2056,沐心泉休閒農場,台中,臺中市新社區中和村中興街60號,04-25931201,無
2057,向日葵農場,台中,臺中市大甲區建興里4鄰如意路27巷1之1號,04-26811196,無
2058,中社觀光花市,台中,臺中市后里區三豐路五段333號,04-25576926,無
2059,金華山媽祖文物館,台中,臺中市大甲區光明路119巷9號,04-26765678,無
2060,萬春宮,台中,臺中市中區成功路212號,04-22245964,無
2061,萬和宮,台中,臺中市南屯區萬和路一段51號,04-23893285,無
2062,新光三越百貨公司_台中中港店,台中,臺中市西屯區臺灣大道三段301號,04-22553333,無
2063,慈善寺,台中,臺中市北屯區天津路四段198號,04-22337182,無
2064,台中城隍廟,台中,臺中市南區城隍里合作街94巷50號,04-22875350,無
2065,自然科學博物館之植物園,台中,臺中市北區館前路1號,04-23226940,無
2066,天津成衣街,台中,臺中市北區天津一街22號,04-22235656,無
2067,河畔藝術街,台中,臺中市西區博館路、華美西街一段交叉口,04-23287775,無
2068,臺中市洲際棒球場,台中,臺中市北屯區四民里崇德路三段835號(環中路一段與崇德路三段交叉口）,04-24221588,無
2069,望高寮,台中,臺中市南屯區中台路,無,無
2070,張家祖廟,台中,臺中市西屯區安和路111 號,04-23582805,無
2071,國立臺灣美術館,台中,臺中市西區五權西路一段2號,04-23723552,無
2072,豐樂雕塑公園,台中,臺中市南屯區文心南五路331號,04-35044259,無
2073,國立臺灣體育運動大學體育場館,台中,臺中市北區力行路271 號,04-22213108,無
2074,台中南天宮-關帝聖君,台中,臺中市東區自由路三段309 號,04-22111281,無
2075,東豐自行車綠廊,台中,臺中市石岡區石城街1號,04-25152575,無
2076,東光園道,台中,臺中市東區北起東光園道446-1號前，南至忠明南路,04-22289111,無
2077,國定古蹟霧峰林家ˍ萊園,台中,臺中市霧峰區萊園路91號,04-23393071#228,無
2078,臺中市忠烈祠,台中,臺中市北區力行路二段264號,04-22332264,無
2079,忠孝夜市,台中,臺中市南區忠孝路181號?,無,無
2080,湖水岸藝術街坊,台中,臺中市南屯區文心南五路與向心南路口,無,無
2081,霧峰農會酒莊,台中,臺中市霧峰區中正路345號,04-23399191,無
2082,后里環保公園,台中,臺中市后里區舊社里,無,無
2083,紫雲巖,台中,臺中市清水區大街路206號,04-26225500,無
2084,情人木橋,台中,臺中市石岡區萬興村豐勢路881巷,無,無
2085,東勢客家文化園區,台中,臺中市東勢區中山路1號,04-25888505,無
2086,林氏貞孝坊,台中,臺中市大甲區順天路和光明路口(順天路119號),無,無
2087,大甲鐵砧山風景特定區,台中,臺中市大甲區成功路87號,04-26874543,無
2088,后豐鐵馬道,台中,臺中市豐原區國豐路三段,04-25724511,無
2089,崇德觀光玉市,台中,臺中市北屯區崇德路三段728號,無,無
2090,佛光山惠中寺,台中,臺中市南屯區南屯區惠中路三段65號,04-22520375,無
