編號,名稱,地區,地址,電話,營業時間
2742,舊永瑞珍喜餅,Tainan,700 臺南市中西區永福路二段181號,886-6-2223716,週一~週日09:00–21:00
2743,松稜.擔露駐在所,Tainan,700 臺南市中西區民族路二段405號,886-6-2232376,週一~週日11:00–20:00 or 週二休息
2744,王家庄狀元粿,Tainan,700 臺南市中西區友愛街300號,886-6-2233239,週一~週日13:30–18:30 or 週二~週三休息
2745,寶來香餅鋪,Tainan,700 臺南市中西區神農街8號,886-6-2276886,週二~週日08:00–16:00 or 週一休息
2746,江水號,Tainan,700 臺南市中西區國華街3段16巷13號,886-6-2258494,週一~週日 12:00–21:00 or 週二休息 
2747,莉莉水果店,Tainan,700 臺南市中西區府前路一段199號,886-6-2137522,週二~週日11:00–22:30 or 週一休息
2748,阿憨鹹粥,Tainan,704 臺南市北區公園南路169號,886-6-2218699,週一~週日06:20~22:00
2749,福榮小吃店,Tainan,700 臺南市中西區國華街三段16巷25號,886-6-2212805,週一~週日08:00~21:00
2750,赤崁棺材板,Tainan,700 臺南市中西區中正路康樂市場180號攤位,886-6-2240014,週一~週日11:00~21:00
2751,鄭記??魠魚羹,Tainan,700 臺南市中西區國華街三段16巷3號,886-6-2240326,週一~週日08:00~20:00
2752,榮盛米糕,Tainan,700 臺南市中西區友愛街康樂市場106號,886-6-2209545,週一~週日10:30–18:00
2753,第三代虱目魚丸,Tainan,700 臺南市中西區府前路一段210號,886-6-2209539,週一~週日06:00–14:00
2754,松竹當歸鴨,Tainan,700 臺南市中西區民生路一段152號,886-937-363006,週一~週日11:00-22:00
2755,甘本堂蛋糕烘焙坊,Tainan,700 臺南市中西區民生路一段35號,886-6-2233632,週一~週六09:00–21:30 週日10:00–19:00
2756,莊子土豆仁湯,Tainan,700 臺南市中西區民生路二段86號,886-6-2218529,週二~週日14:00–22:00 or 周一休息
2757,美勝珍蜜餞,Tainan,700 臺南市中西區中正路235號,886-6-2225618,週一~週日11:00–23:00
2758,萬川號餅舖,Tainan,700 臺南市中西區民權路一段205號,886-6-2223234,週二~週日08:00~22:00 or 周一休息
2759,祿記包子,Tainan,700 臺南市中西區開山路3巷27號,886-6-2259181,週一~週日07:45-19:00  
2760,舊來發餅舖,Tainan,704 臺南市北區自強街15號,886-6-2258663,週一~週日09:30–20:30
2761,信裕軒,Tainan,700 臺南市中西區民族路二段389號,886-6-2285606,週一~週日10:00–21:00
2762,義豐冬瓜茶,Tainan,700 臺南市中西區永福路二段216號,886-6-2595957,週一~週日09:00–22:00
2763,林永泰興蜜餞行,Tainan,708 臺南市安平區延平街84號,886-6-2259041,週一~週日11:30–20:00
2764,連得堂餅家,Tainan,704 臺南市北區崇安街54號,886-6-2258429,週一~週五08:00–20:00 週六~週日08:00–18:00
2765,振發茶行,Tainan,700 臺南市中西區民權路一段137號,886-6-2223532,週一~週日10:00~18:30
2766,金德春老茶莊,Tainan,700 臺南市中西區新美街109號,886-6-2284682,週一~週日09:00–20:00
2767,文峰茶莊,Tainan,700 臺南市中西區民權路二段36號,886-6-2245591,週一~週日09:00~23:00
2768,安平貴記美食文化館,Tainan,708 臺南市安平區延平街93號,886-6-2229794,週一~週五11:00–19:00 週六~週日11:00–20:00
2769,集品蝦仁飯,Tainan,700 臺南市中西區海安路一段107號,886-6-2263929,週一~週日09:30–20:00
2770,品香肉粽,Tainan,701 臺南市東區府連東路41號,886-6-2745588,週一~週日07:00–20:00
2771,椿之味薏仁湯,Tainan,700 臺南市中西區青年路68號,886-6-2283009,週一~週六09:30~21:30週日10:00~19:00
2772,府城大水缸,Tainan,702 臺南市南區文南路325號,886-6-2921316,週一~週六09:30–22:00 週日09:30–17:00
2773,瑞珍蝦仁餛飩,Tainan,708 臺南市安平區效忠街79號,886-6-2285024,週一~週五09:00–19:00 週六~週日08:00–20:00
2774,玉井之門,Tainan,700 臺南市中西區民族路二段325號,886-6-2218713,週一~週日10:00-21:00
2775,章成麥芽餅-安平店,Tainan,708 臺南市安平區 安平路518號,886-6-5956688,週一~週日10:00-21:00
2776,台南安平得意蝦餅,Tainan,708 臺南市安平區安平路123號,886-6-2205858,週一~週五10:00–19:00 週六~週日10:00–20:00
2777,慶家黃金泡菜,Tainan,708 臺南市安平區中華西路二段357號,886-6-2980766,週一~週五10:00~19:30週六~週日10:00~20:00
2778,番王伯安平老街蜜餞,Tainan,708 臺南市安平區安平路416號,886-6-2229998,週一~週日10:00~22:00
2779,蝦到爆,Tainan,708 臺南市安平區安平路592-1號,886-6-2293968,週一~週五10:00–16:00 週六~週日09:30–18:00
2780,順利餅舖,Tainan,709 臺南市安南區長和路二段192號,886-6-3552284,週一~週日09:00~22:00週六09:00~19:00
2781,福樂屋,Tainan,700 臺南市中西區忠義路二段113號,886-978-417410,週一~週日09:00~22:00
2782,同記安平豆花,Tainan,708 臺南市安平區安北路433號,886-6-3915385,週一~週日09:00–23:00
2783,小南米糕,Tainan,701 臺南市東區大同路一段189號,886-6-2137718,週一~週日10:00–20:30
2784,韓金婆婆 (赤崁店),Tainan,700 臺南市中西區赤嵌街1號(赤崁樓旁),886-6-2220237,星期一11:00–21:00星期二三11:00–18:00星期四五11:00–21:00星期六日10:00–21:30
2785,依蕾特布丁,Tainan,708 臺南市安平區安平路422號,886-6-2260919,週一~週五10:30–21:00 週六~週日10:00–21:00
2786,保真味土鳳梨酥,Tainan,711 臺南市歸仁區中山路三段228號,886-6-3386460,週一~週日08:30-21:00
2787,森勝興伴手禮烘焙坊,Tainan,711 臺南市歸仁區中山路三段245號,886-6-2300408,週一~週日09:00-23:00
2788,震益薑黃園,Tainan,718 臺南市關廟區文衡路128號,886-6-5956077,週一~週六08:00–21:00 or 週日休息
2789,獨領鳳燒-關廟土鳳梨酥,Tainan,718 臺南市關廟區關廟里民生街149號,886-6-5953386,週一~週六08:30–20:30 週日09:00–18:30
2790,頂好烘焙坊,Tainan,710 臺南市永康區西勢路236號,886-6-2714126,週一~週日08:00-23:00
2791,紅磚布丁中央工廠,Tainan,710 臺南市永康區國聖街81巷28號,886-6-2430115,週一~週五09:00–18:00 or 週六~週日休息
2792,保興號,Tainan,717 臺南市仁德區中山路893號,886-6-2709449,週一~週日09:00–20:00
2793,3皇3家 中華東店,Tainan,701 臺南市東區中華東路二段231號,886-6-2681339,週一~週日10:00-23:00
2794,關健食客鳳梨酥-台灣烘焙糕點名店,Tainan,718 臺南市關廟區成功路51號 ,886-6-5961085,週一~週五09:00~18:00週六~週日可預約時間訂購/取貨
2795,農情奉禮館,Tainan,718 臺南市關廟區南雄路2段96號,886-6-5966278,週一~週五09:00–17:30 or 週六~週日休息
2796,美記肉圓,Tainan,702 臺南市南區永華路一段239號,886-6-2640757,週一~週日11:00–23:00 or 週二休息
2797,安平阿水伯手工包子,Tainan,708 臺南市安平區育平路345號,886-6-2989586,週一~週日06:30~18:30
2798,蝦米工坊&河童仙?,Tainan,702 臺南市南區新忠路1-1號,886-6-2657589,週一~週五08:00–16:00 週六~週日10:00–17:00
2799,東香貓咖啡園區,Tainan,733 臺南市東山區南勢里三鄰大洋29號,886-6-6863156,週一~週五11:00~17:00 or 週六~週日09:00~19:00（平日建議預約）
2800,進福炒鱔魚專家,Tainan,700 臺南市中西區府前路一段46號,886-6-2210671,週一~週日10:30–01:00
2801,許家蝦仁肉圓/芋粿,Tainan,700 臺南市中西區國華街三段8號,886-6-2288897,週一~週日09:30–21:30
2802,阿龍意麵,Tainan,700 臺南市中西區府前路一段62號,886-6-2286280,週一~週日10:30–21:00
2803,矮仔成蝦仁飯,Tainan,700 臺南市中西區海安路一段66號,886-6-2201897,週一~週日08:30–19:30 or 週二休息
2804,黃家蝦捲,Tainan,700 臺南市中西區西和路268號,886-6-3506209,週一~週日14:30~20:00
2805,上海華都小吃,Tainan,700 臺南市中西區民權路二段28號,886-6-2216268,週一~週日10:30–14:30、16:30–21:00
2806,3皇3家 金華店,Tainan,700 臺南市中西區金華路三段218號1樓,886-6-2232737,週一~週日7:30 – 23:30
2807,饗食天堂(台南西門店),Tainan,700 臺南市中西區西門路一段658-1號,886-6-2141688,週一~週日11:30~14:00、14:20~16:20、17:30~21:30
2808,伊莉的店 慶中街店,Tainan,700 臺南市中西區慶中街108號,886-6-2148701,週二~週日07:30–17:00 or 週一休息
2809,窄門咖啡館,Tainan,700 臺南市中西區南門路67號2樓,886-6-2110508,週一~週五11:00–20:30週六~週日10:30–22:00
2810,阿烏咖啡,Tainan,700 臺南市中西區開山路201號,886-6-2142238,週二~週日09:00–16:00 or 週一休息
2811,尚品咖啡-台南南門店,Tainan,700 臺南市中西區南門路233-6號,886-6-2151150,週一~週日08:00–23:00
2812,小公園擔仔麵,Tainan,700 臺南市中西區西門路二段321號,886-6-2265495,週一~週日16:30–00:00 or 週三休息
2813,江川肉燥飯,Tainan,700 臺南市中西區民族路三段19號,886-6-2285397,週一~週日07:30~19:30
2814,真正紅燒土魠,Tainan,700 臺南市中西區民族路二段46號,886-6-2283453,週一~週日11:00~22:00
2815,清子香腸熟肉,Tainan,700 臺南市中西區民族路二段248號,886-6-2206158,週一~週日11:00~20:00
2816,麻豆助碗粿,Tainan,700 臺南市中西區西門路一段704號,886-6-2157079,週二~週日12:00–20:00 or 週一休息
2817,阿鳳浮水虱目魚羹,Tainan,700 臺南市中西區保安路59號,886-6-2256646,週一~週日07:00~00:00
2818,森茂碗粿(開山店),Tainan,700 臺南市中西區開山路317號,886-6-2143389,週一~週日 07:00–19:00
2819,禧樂米糕,Tainan,700 臺南市中西區府前路一段251號,886-6-2148628,週三~週日10:30–18:00 or 週一~週二休息
2820,阿浚師魯麵,Tainan,700 臺南市中西區民族路二段369號,886-6-2240344,週一~週日10:00–20:00
2821,永樂燒肉飯,Tainan,700 臺南市中西區民族路三段16號,886-6-2281516,週一~週日10:00~21:00 or 週三休息
2822,落成米糕,Tainan,700 臺南市中西區民族路二段241號,886-6-2280874,週一~週日10:30–20:30
2823,永記虱目魚丸,Tainan,700 臺南市中西區開山路82-1號,886-6-2223325,週一~週六06:30~13:00 or 週日休息
2824,福記肉圓,Tainan,700 臺南市中西區府前路一段299號,886-6-2158199,週一~週日11:00–20:30
2825,保安路米糕,Tainan,700 臺南市中西區保安路16號,886-6-2248112,週一~週日10:00~22:00 or 週三休息
2826,俊吉當歸鴨,Tainan,701 臺南市東區東安路120號,886-6-2381815,週一~週日11:00~22:00
2827,義珍肉脯舖,Tainan,701 臺南市東區裕農路616號,886-6-2683747,週一~週六08:00–14:00、16:00–20:00 or 週日休息
2828,上海好味道小籠湯包,Tainan,701 臺南市東區東安路26號,886-6-2081601,週一~週日10:30–23:00
2829,上富小吃店,Tainan,701 臺南市東區大同路一段142號,886-6-2131503,週一~週日11:45–20:00
2830,85度C咖啡蛋糕-台南東寧店,Tainan,701 臺南市東區東寧路465號,886-6-2098177,週一~週日06:30–00:00
2831,庫肯花園餐廳,Tainan,701 臺南市東區大學路22巷1號,886-6-2352201,週一~週日11:30–15:00、17:30–20:45
2832,阿地牛排館,Tainan,702 臺南市南區明興路62號,886-6-2612768,週一~週日11:00–23:00
2833,轉角餐廳 Corner Steak House,Tainan,701 臺南市東區大學路22巷12號,886-6-2754321,週一~週日11:30–14:00、17:30–21:00
2834,繆思義式餐坊,Tainan,704 臺南市北區北園街8巷58號,886-6-2363918,週一~週日11:30–14:00、17:00–21:00 or 週三休息
2835,雅比斯園咖啡坊,Tainan,701 臺南市東區中華東路三段377巷2號,886-6-3360076,週三~週日11:00~21:00 or 週一~週二休息
2836,永林綜合料理台南本店 Yonlin Restaurant,Tainan,701 臺南市東區東豐路441號,886-6-2093462,週一~週日10:00~24:00
2837,水缸豆花,Tainan,701 臺南市東區崇善路255號,06-2883898,週一~週日11:00~21:00
2838,大同包子店,Tainan,700 臺南市中西區府連路14號,886-6-2141008,週一~週日05:30–19:30 or 週二休息
2839,千香麥香雞專賣店,Tainan,701 臺南市東區東安路217號,886-6-2363303,週一~週日05:40–12:00 or 週六休息
2840,香港朱記茶水灘,Tainan,702 臺南市南區大同路二段188號,886-6-2139998,週一~週四10:00–14:00、16:30–22:30 週五~週日10:00–14:30
2841,桃山日式餐廳,Tainan,702 臺南市南區健康路二段460號,886-6-2614163,週一~週日11:00–14:00、17:00–21:00
2842,老鄧牛肉麵,Tainan,702 臺南市南區大成路一段79號,886-6-2645435,週一~週日11:00~21:00
2843,主恩之家刀削麵,Tainan,702 臺南市南區文南路330號,886-6-2631222,週一~週日11:00~14:00、16:30~21:00
2844,海龍肉粽,Tainan,700 臺南市中西區金華路四段134號,886-6-2252711,週一~週六06:00–23:00 or 週日休息
2845,阿秀古早味肉粽,Tainan,704 臺南市北區海安路三段71巷17號,886-6-2232383,週一~週六07:30–18:00 or 週日休息
2846,華興鱔魚意麵,Tainan,704 臺南市北區公園路840號,886-6-2523919,週一~週日11:00~14:00、17:00~00:00 or 週二休息
2847,茂記黑豆花大王,Tainan,708 臺南市安平區安北路441號,886-6-3911373,週一~週日09:00–22:00
2848,甜在心咖啡館,Tainan,704 臺南市北區北忠街58巷12號,886-6-2268168,週一~週日09:00–18:00 or 週三休息
2849,林家-碗開富粿,Tainan,704 臺南市北區開元路148巷7號,886-6-2368417,週一~週日06:30–12:00
2850,安徒生咖啡館,Tainan,704 臺南市北區東豐路249號,886-6-2366771,週一~週日10:00–21:00 or 週二休息
2851,陳家蚵捲,Tainan,708 臺南市安平區安平路786號,886-6-2229661,週一~週日10:00–21:00
2852,詠純冰品,Tainan,708 臺南市安平區慶平路743號,886-6-2990678,週一~週日09:30–21:00
2853,台邦商旅-帕莎西餐廳,Tainan,708 臺南市安平區永華二街197號,886-6-2932888,週一~週日06:30–10:00、11:30–14:00、14:30–16:00、17:30–21:00
2854,富霖永華宴會館-港式飲茶,Tainan,708 臺南市安平區永華路二段551號,886-6-2937299,週一~週日09:30–14:00、17:00–21:00
2855,桂記手工水餃館,Tainan,709 臺南市安南區宜居路131號,886-6-3584270,週一~週日11:00–20:30
2856,四季味湯包食堂,Tainan,701 臺南市東區東平路170號,886-62081978,週一~週日11:00–14:00、17:00–20:30
2857,阿銘鱔魚意麵,Tainan,704 臺南市北區開元路192號,886-6-2353847,週一~週日17:00–01:30
2858,億達食品企業有限公司,Tainan,710 臺南市永康區環工路15號之3,886-6-2012853,週一~週五08:00–17:30 or 週六~週日休息
2859,王西勢食品行,Tainan,710 臺南市永康區富強路一段326號,886-6-2058563,週一~週日09:00–21:00
2860,喜多鄉味肉粽,Tainan,710 臺南市永康區中山北路50號,886-6-2722357,週二~週日05:30–11:00 or 週一休息
2861,阿麗阿珍花生糖,Tainan,710 臺南市永康區民族路328號,886-6-2713886,週一~週日08:00–18:00
2862,大灣阿茂阿豪花生糖,Tainan,710 臺南市永康區民族路320號,886-6-2050071,24小時
2863,陳記大灣粿仔,Tainan,710 臺南市永康區大灣路243號,886-931-154091,週一~週日14:30~18:30
2864,施家羊肉,Tainan,711 臺南市歸仁區復興路76號,886-6-2305563,週一~週日06:30–13:00
2865,謝清受蚵仔粥,Tainan,711 臺南市歸仁區中山路一段513號,886-6-2304101,週一~週日05:30–12:00
2866,銘記煎粿,Tainan,711 臺南市歸仁區復興路76號,886-6-2303755,週一~週六06:00–20:30 or 週日休息
2867,一心山羊肉,Tainan,712 臺南市新化區中興路810號,886-6-5900421,週一~週日11:00–14:00、17:00–20:30
2868,瓜瓜園地瓜生態故事館(觀光工廠),Tainan,712 臺南市新化區中正路127巷65-1號,886-6-5902803,週一~週日09:00~17:00
2869,東發號春捲,Tainan,712 臺南市新化區信義街239號(新化市場內),886-6-5900300,週二~週日06:00–20:45 or 週一休息
2870,崙頂仔肉粿,Tainan,712 臺南市新化區和平街171號,886-982-586383,週二~週日06:00–10:00 or 週一休息
2871,福仔米糕,Tainan,714 臺南市玉井區中華路44號,886-6-5741788,週一~週日17:00–23:30
2872,老牛伯豬血豬肺粿專賣店,Tainan,714 臺南市玉井區中正路100巷30號,886-6-5743521,週一~週五06:00–13:00 週六~週日06:00–12:30
2873,山龍亭蛇肉店,Tainan,714 臺南市玉井區望明里劉陳32號,886-6-5743968,週一~週日09:00~20:00
2874,玉井之門,Tainan,715 臺南市楠西區茄拔路125號,886-6-5755918,週一~週日09:00~19:00
2875,福來梅仔雞,Tainan,715 臺南市楠西區灣丘村梅嶺32-3號,886-6-5753658,週一~週日09:00~20:00
2876,大眾餐飲,Tainan,715 臺南市楠西區梅嶺風景區32號,886-6-5752598,週一~週日08:00~22:00
2877,太山梅子雞,Tainan,715 臺南市楠西區灣丘里梅嶺4號,886-6-5751931,週一~週日10:00–20:00 or 週四休息
2878,牛稠埔肉粽,Tainan,718 臺南市關廟區中正路168號,886-6-5951860,週一~週日06:00~12:00
2879,阿輝土雞城鳳梨苦瓜雞,Tainan,718 臺南市關廟區中正路20巷1號,886-6-5959922,週一~週日11:00~23:00
2880,克義小吃,Tainan,718 臺南市關廟區市場北街,886-6-5960292,週一~週日06:30~12:00
2881,乙旺魯麵,Tainan,718 臺南市關廟區忠孝街68號,886-6-5963234,週一~週六06:00–13:00 or 週日休息
2882,新埔米粿,Tainan,718 臺南市關廟區中山路二段107號,886-6-5961310,週一~週日06:00–12:00
2883,鴨肉大王,Tainan,720 臺南市官田區二鎮里二鎮97號,886-6-6980195,週一~週六08:00–18:00 or 週日休息
2884,凱旋餐廳,Tainan,720 臺南市官田區三結義41號之1,886-6-5792163,週一~週日11:00~14:00、17:00~21:00
2885,德春米糕,Tainan,721 臺南市麻豆區中正路與忠孝路口(第三市場內),886-6-5722084,週二~週日13:00–20:00 or 週一休息
2886,碗粿蘭,Tainan,721 臺南市麻豆區中山路179-8號,886-6-5724035,週一~週日06:30–19:00
2887,炎山碗粿,Tainan,721 臺南市麻豆區三民路9-10號,886-6-5719100,週一~週日05:30~售完為止
2888,樂腳林草魚粥,Tainan,721 臺南市麻豆區三民路80號,886-6-5716179,週一~週五 04:00–10:00 or 週六~週日 04:00–09:00
2889,裕益碗粿王,Tainan,721 臺南市麻豆區麻口里麻豆口10-6號,886-6-5702687,週二~週日08:30–19:00 or 週一休息
2890,阿港伯米苔目,Tainan,721 臺南市麻豆區新生南路3號,886-6-5713260,週一~週日06:00~14:30
2891,老鄧牛肉麵,Tainan,722 臺南市佳里區光復路290號,886-6-7220467,週一~週日04:30–21:00
2892,包仔福佳里肉圓,Tainan,722 臺南市佳里區延平路215號,886-6-7227226,週一~週日07:15~售完為止
2893,佳里農會邊切仔麵,Tainan,722 臺南市佳里區民生街8號旁（農會邊）,886-6-7227736,週一~週日 17:00–00:00
2894,百年老店 大腸粥,Tainan,722 臺南市佳里區興化里佳里興442號,886-6-7261378,週三~週日09:30–17:00 or 週一~週二休息
2895,西品蝦仁爌肉飯,Tainan,723 臺南市西港區慶安路59巷17號,886-6-7954566,週一~週日10:40–13:00
2896,外國安虱目魚專賣店,Tainan,724 臺南市七股區龍山里龍山232號,886-6-7872039,週一~週日10:00–21:30
2897,安哥海產店,Tainan,724 臺南市七股區七股里七股2號,886-6-7875153,週一~週日10:30–20:00
2898,豐海鮮漁府,Tainan,725 臺南市將軍區長沙村146-10號,886-6-7930637,週一~週日11:00–14:00、17:00–20:00
2899,萬鍛陽春麵,Tainan,725 臺南市將軍區東興里162號,886-6-7940249,週一~週日09:00~18:00
2900,學甲鵝肉,Tainan,726 臺南市學甲區中正路164號,886-6-7837120,週一~週日11:00–21:00週三11:00–14:00
2901,永通虱目魚粥,Tainan,726 臺南市學甲區民權路60號,886-6-7839308,週一~週日05:20–13:30、15:30–20:30
2902,廣益虱目魚丸,Tainan,726 臺南市學甲區中正路207號,886-6-7833241,週二~週日06:00–18:00 or 週一休息
2903,秀碧蚵嗲,Tainan,727 臺南市北門區三光里三寮灣東隆宮廟埕榕樹下,886-934-301839,週一~週日09:00~17:00
2904,福隆餐館,Tainan,727 臺南市北門區永隆里港北37號,886-6-7861588,週一~週日10:00–22:00
2905,吳記燒酒螺,Tainan,727 臺南市北門區鯤江村976號,886-6-7863307,週一~週日09:00~18:00
2906,老施牛肉麵,Tainan,730 臺南市新營區太北里太子宮44-6號,886-6-6526261,週一~週日 11:00–23:00
2907,阿松臭豆腐,Tainan,730 臺南市新營區中正路37-1號,886-6-6370555,週一~週日13:00–19:15 or 週二休息
2908,新營阿宗肉丸,Tainan,730 臺南市新營區復興路99號,886-6-6350551,週一~週日15:00~21:00
2909,華味香鴨肉羹-延平店,Tainan,730 臺南市新營區延平路29號,886-6-6322981,週一~週日10：00~21：00
2910,華味香鴨肉羹 新進店,Tainan,730 臺南市新營區新進路二段474號,886-6-6565948,週一~週日 10:00–21:00 or 週二休息
2911,華味香鴨肉羹三店,Tainan,730 臺南市新營區民治路31號,886-6-6353698,週一~週五10:00–14:00、17:00–21:00週六~週日10:00–21:00
2912,老鄧包子店,Tainan,730 臺南市新營區太子路151號,886-6-6567468,週一~週日05:30~09:30、15:30~18:40
2913,康樂胚芽意麵,Tainan,730 臺南市新營區康樂街44號,886-6-6323557,週一~週日07:00~20:00
2914,新營肉丸,Tainan,730 臺南市新營區民權路37-2號,886-6-6331824,週一~週日10:00-14:00、16:00–20:00
2915,包仔師胚芽意麵,Tainan,730 臺南市新營區中正路27-5號,886-6-6378800,週一~週日 08:00–21:00
2916,民雄海產餐廳,Tainan,730 臺南市新營區隋唐街200號,886-6-6563088,週一~週日11:00~14:00、17:00~21:00
2917,新營阿忠豆菜麵,Tainan,730 臺南市新營區中正路25號,886-6-6379688,週一~週日04:30–15:00 or 週三休息
2918,特味香香腸專賣店,Tainan,730 臺南市新營區康樂街42號,886-6-6328370,週一~週日07:00–20:00
2919,延平砂鍋魚頭,Tainan,730 臺南市新營區延平路42-1號,886-6-6323278,週一~週日10:00~19:30
2920,後壁冰糖醬鴨 (Houbi Crystal Sugar Braised Duck),Tainan,731 臺南市後壁區台南市後壁里42-18號,886-6-6872078,週一~週日08:00–19:00
2921,白河鴨頭,Tainan,732 臺南市白河區中正路46號,886-6-6854960,週一~週日 16:00–18:00
2922,吳記豆菜麵,Tainan,732 臺南市白河區中正路13-2號,886-6-6858801,週一~週日05:30~13:00
2923,竹門鈺雪冰枝店,Tainan,732 臺南市白河區竹門里竹子門114-1號,886-6-6853388,週一~週日07:30–20:30
2924,店仔口肉丸,Tainan,732 臺南市白河區中正路13之1號,886-933-691123,週一~週日16:00–19:00 or 週二休息
2925,東山排骨酥,Tainan,733 臺南市東山區中興路100號,886-6-6802859,週二~週五11:00–15:00 週六~週日11:00–15:00、17:00–19:00  or 週一休息
2926,合記東山鴨頭,Tainan,733 臺南市東山區中興路24號,886-6-6802032,週一~週日13:00-18:00
2927,日喜豆花,Tainan,733 臺南市東山區中興路106號,886-6-6800324,週一~週日07:30-17:00
2928,張記東山肉圓,Tainan,733 臺南市東山區中興路91號,886-6-6800709,週一~週日09:00–17:00
2929,阿文肉丸大腸,Tainan,733 臺南市東山區中興路54號,886-6-6800480,週一~週日08:00~19:00
2930,良賓山海產店,Tainan,734 臺南市六甲區珊瑚路45號,886-6-6982839,週一~週日10:00~14:00、17:00~21:00
2931,口福羊肉店,Tainan,734 臺南市六甲區中山路120號,886-6-6983223,週二~週日09:00~21:00 or 週一休息
2932,大麵耀豆菜麵,Tainan,734 臺南市六甲區中正路485巷3號,886-6-6992403,週一~週日06:00~00:00
2933,阿興168燻茶鵝,Tainan,735 臺南市下營區賀建里下橋頭1-8號,886-6-6893229,週一~週日09:00–20:00
2934,阿興168鵝肉餐廳,Tainan,735 臺南市下營區中興南路336號,886-6-6896888,週一~週日09:00–21:00
2935,田媽媽ㄋㄟㄋㄟ寶,Tainan,736 臺南市柳營區柳營路二段77號,886-6-6221248,週一~週日08:00~17:30
2936,小腳腿羊肉店,Tainan,736 臺南市柳營區重溪里小腳腿21-9號,886-6-6230349,週二~週日11:00–14:00、17:00–21:00 or 週一休息
2937,鹽水豬頭飯,Tainan,737 臺南市鹽水區三福路14號鹽水市場51號,886-6-6520966,週一~週日06:00~12:00
2938,鹽水豆簽羹,Tainan,737 臺南市鹽水區朝琴路19號,886-6-6528437,週一~週日14:00~19:00
2939,林家肉圓,Tainan,737 臺南市鹽水區康樂路98號,886-6-6521777,週一~週日10:00~19:00 or 週二休息
2940,銀鋒冰果室,Tainan,737 臺南市鹽水區中山路1號,886-6-6522202,週一~週日09:00–23:00
2941,阿桐意麵,Tainan,737 臺南市鹽水區福得里後厝4-6號,886-6-6532261,週一~週日08:00–19:30 or 週二休息
2942,顏清安鹽水意麵,Tainan,737 臺南市鹽水區中山路1號,886-6-6522202,週一~週日15:00~22:00
2943,八角樓當歸鴨,Tainan,737 臺南市鹽水區中山路1號,886-6-6523347,週一~週日16:00–23:00
2944,鹽水煎包,Tainan,737 臺南市鹽水區朝琴路與中正路交叉口,886-6-6525360,週一~週日14:30~18:00
2945,一等涼冬瓜原汁,Tainan,741 臺南市善化區中山路468巷1號,886-6-5810800,週一~週日08:00–21:30
2946,國正食堂,Tainan,743 臺南市山上區南洲里南洲103號,886-6-5781059,週一~週日08:00~19:00
2947,新市豬腳,Tainan,744 臺南市新市區中山路177-1號,886-6-5996442,週一~週六08:00~19:00 or 週日休息
2948,新市大胖海產40年老店,Tainan,744 臺南市新市區中興街47號,886-6-5014588,週一~週日10:30–13:30、16:00–22:00
2949,姑婆麵,Tainan,744 臺南市新市區仁愛街306號,886-6-5995772,週一~週五17:00~22:00 or 週六~週日休息
2950,世芳軒花生糖 or 麻花捲,Tainan,745 臺南市安定區蘇林里蘇厝227號,886-6-5921003,週一~週日07:00~19:00
2951,中崙粿仔伯的店,Tainan,745 臺南市安定區中崙149號,886-6-5937928,週一~週六 14:30–19:00 or 週日休息
2952,港口??魠魚?,Tainan,745 臺南市安定區港南村151號,886-6-5938815,週一~週日07:00~20:40
2953,黑橋牌食品,Tainan,700 臺南市中西區公園路50號,886-6-2260518,週一~週日09:00–22:00
2954,松稜食品,Tainan,711 臺南市歸仁區和順路二段305號,886-6-2717519,週一~週五10:00~21:00 or 週六~週日休息
2955,周氏蝦捲,Tainan,708 臺南市安平區安平路125號,886-6-2292618,週一~週日10:00–22:00
2956,銀波布丁,Tainan,708 臺南市安平區安平路462號,886-6-2216285,週一~週日10:30~21:30
2957,兩角銀古早味冬瓜茶,Tainan,700 臺南市中西區永福路二段227巷51號  ,886-6-2216818,週三~週日10:00–18:00 or 週一~週二休息
2958,椿之味薏仁湯,Tainan,708 臺南市安平區台南市安平路372號,886-6-3585107,週一~週日09:30–21:30
2959,延齡堂-高粱酸白菜火鍋,Tainan,704 臺南市北區台南市富北街50號,886-6-2210110,週一~週五11:00–14:00、17:00–21:00 週六~週日11:00–14:00、17:00–22:00 
2960,八老爺車站-乳牛的家,Tainan,736 臺南市柳營區八翁里93-138號,886-6-6225199,週一~週日08:00~18:30
2961,錢來也雜貨瓦斯行,Tainan,727 臺南市北門區台南市北門里舊埕187號,886-6-7862627,週一~週五09:00–17:00 週六~週日08:30–18:00
2962,田媽媽下營鵝肉美食店,Tainan,735 臺南市下營區台南市新興里中興南路21號,886-6-6792318,週一~週五10:00–14:00、17:00–21:00 週六~週日10:00–21:00
2963,施家小卷米粉,Tainan,702 臺南市南區中華西路一段2巷5號,886-6-2618753,週二~週日09:25–20:00 or 週一休息
2964,杜蝦仁肉丸,Tainan,700 臺南市中西區尊王路55號,886-6-2255367,週一~週日09:30–22:30
2965,客再來當歸鴨,Tainan,702 臺南市南區夏林路97-2號,886-6-2223360,週一~週日11:00~14:00、17:00–22:30
2966,正下大道米糕店,Tainan,700 臺南市中西區康樂街6號,886-6-2210076,週一~週日08:30~19:30 or 週四休息
2967,富食康,Tainan,704 臺南市北區中樓里勝利路459號,886-6-2095603,週一~週日08:00~17:00
